Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,59.50569443902382,2025-08-06 14:00:00+00:00,167.98395,3.998400639744432,2025-08-07 16:00:00+00:00,168.125895,4.001779254062962,0.44635590334019604,4.4653444570153214e-05,Long,Closed,0
1,0,58.174393308688444,2025-08-07 19:00:00+00:00,171.835875,3.998579110717401,2025-08-10 07:00:00+00:00,178.85053000000002,4.161808430274953,399.91291135376605,0.04000550198263315,Long,Closed,1
2,0,57.24440989588024,2025-08-10 14:00:00+00:00,181.61076,4.15848031477617,2025-08-11 11:00:00+00:00,178.99046,4.098481303876863,-158.25448886882728,-0.015222338632358423,Long,Closed,2
3,0,56.31751859105371,2025-08-12 15:00:00+00:00,181.79084999999998,4.095203829823731,2025-08-14 12:00:00+00:00,194.312795,4.3772857779568435,696.7323807258725,0.06805349962333096,Long,Closed,3
4,0,57.05857196579034,2025-08-17 02:00:00+00:00,191.63576999999998,4.373785349505852,2025-08-17 19:00:00+00:00,191.08441000000002,4.361201423810235,-40.194801012372956,-0.0036759738121957984,Long,Closed,4
5,0,58.81091128345675,2025-08-20 17:00:00+00:00,185.242575,4.357713857696581,2025-08-21 15:00:00+00:00,181.559175,4.27106421344904,-225.25288869262948,-0.020676244108569372,Long,Closed,5
6,0,55.62749048366207,2025-08-22 14:00:00+00:00,191.79584999999997,4.267648728271524,2025-08-24 19:00:00+00:00,204.907495,4.559395891257414,720.540862843129,0.06753516127695183,Long,Closed,6
7,0,53.55766991789596,2025-08-25 02:00:00+00:00,212.656275,4.555749832967194,2025-08-25 05:00:00+00:00,203.608145,4.361911129002039,-493.5144208761806,-0.043331125629845535,Long,Closed,7
8,0,55.161891213542006,2025-08-26 19:00:00+00:00,197.528715,4.358422995352157,2025-08-28 16:00:00+00:00,207.326285,4.574603991551123,531.5194635101589,0.0487808975014088,Long,Closed,8
9,0,53.56997140056026,2025-08-28 20:00:00+00:00,213.316605,4.570945771645711,2025-08-29 07:00:00+00:00,208.66561500000003,4.471284411132128,-258.19563146706724,-0.02259450401434972,Long,Closed,9
10,0,52.68376682166396,2025-08-29 12:00:00+00:00,212.00594999999998,4.467708813841455,2025-08-29 13:00:00+00:00,208.8955,4.4021607248379615,-172.74009204912196,-0.015465653581892147,Long,Closed,10
11,0,53.50292293353727,2025-08-31 00:00:00+00:00,205.532715,4.398640404386242,2025-08-31 06:00:00+00:00,202.83853000000002,4.3409816954167955,-152.88639452349483,-0.013903059169923355,Long,Closed,11
12,0,52.66195310365784,2025-08-31 08:00:00+00:00,205.912905,4.337510298619236,2025-08-31 23:00:00+00:00,200.51969000000003,4.223903404456004,-292.5786491110175,-0.02698125228236651,Long,Closed,12
13,0,51.971422538793256,2025-09-01 07:00:00+00:00,203.02146,4.220525632839781,2025-09-01 10:00:00+00:00,199.37026500000002,4.1446225135944745,-198.1229462629629,-0.018777087358153977,Long,Closed,13
14,0,51.16487666342976,2025-09-02 02:00:00+00:00,202.351125,4.141308141332047,2025-09-02 12:00:00+00:00,197.891005,4.050027545450865,-236.39282539087827,-0.022832671931030637,Long,Closed,14
15,0,49.55607002802351,2025-09-02 13:00:00+00:00,204.152025,4.046788818905043,2025-09-03 16:00:00+00:00,210.47,0.0,309.0472227163973,0.030547403044373485,Long,Open,15
