Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,460.20295238655456,2025-08-11 09:00:00+00:00,21.720855,3.998400639744432,2025-08-12 12:00:00+00:00,22.32883,4.110317395734989,271.68317194173636,0.027179184521051305,Long,Closed,0
1,0,436.1430054834522,2025-08-14 07:00:00+00:00,23.541765,4.107030456592838,2025-08-16 15:00:00+00:00,21.998995000000004,3.837883118766176,-680.8132581450633,-0.06630710586058412,Long,Closed,1
2,0,391.91181913161097,2025-08-18 06:00:00+00:00,24.462224999999997,3.8348140399029944,2025-08-18 20:00:00+00:00,25.20739,3.951629628183992,284.2525270351212,0.0296496804358558,Long,Closed,2
3,0,407.5275031316766,2025-08-19 03:00:00+00:00,24.222105,3.948469588496664,2025-08-20 08:00:00+00:00,25.077455,4.087901048418792,340.5422791667641,0.034498660459113754,Long,Closed,3
4,0,406.7946133734,2025-08-21 15:00:00+00:00,25.102545,4.084632035184768,2025-08-22 14:00:00+00:00,26.056965,4.239933201143687,379.9283496595135,0.03720563775505652,Long,Closed,4
5,0,413.19529645978156,2025-08-23 10:00:00+00:00,25.63281,4.236542610819015,2025-08-23 21:00:00+00:00,26.156915,4.323165699159324,207.99801254107658,0.019638467651420285,Long,Closed,5
6,0,420.3222132566774,2025-08-24 06:00:00+00:00,25.692839999999997,4.319708549459392,2025-08-24 18:00:00+00:00,26.36681,4.433022374287318,274.5318311448572,0.025421329055098765,Long,Closed,6
7,0,433.5354232781619,2025-08-25 06:00:00+00:00,25.542765,4.429477374387716,2025-08-26 12:00:00+00:00,24.117935,4.182391663528079,-626.3261461873394,-0.056559823496007584,Long,Closed,7
8,0,432.57649220413157,2025-08-27 13:00:00+00:00,24.15207,4.179047088027801,2025-08-27 17:00:00+00:00,24.487750000000002,4.2371299987886895,136.79109981626726,0.013093042211288772,Long,Closed,8
9,0,437.6940253631069,2025-08-27 19:00:00+00:00,24.182085,4.23374165012865,2025-08-27 20:00:00+00:00,24.3878,4.269757740700151,81.53672703674201,0.0077035146473101645,Long,Closed,9
10,0,444.55913205654866,2025-08-27 21:00:00+00:00,23.991989999999998,4.266343300283552,2025-08-28 13:00:00+00:00,25.807090000000002,4.589111012522095,798.0638262830372,0.07482415456158509,Long,Closed,10
11,0,486.5339296000015,2025-08-29 07:00:00+00:00,23.561775,4.585441191640712,2025-08-30 21:00:00+00:00,23.398295,4.553625764916027,-88.67763376756515,-0.00773558138128392,Long,Closed,11
12,0,480.52731040246016,2025-08-31 19:00:00+00:00,23.67183,4.5499843208817765,2025-09-02 06:00:00+00:00,23.3883,4.495486757554344,-145.28937939684513,-0.012772736708568754,Long,Closed,12
