Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.08405242034657995,2025-08-14 12:00:00+00:00,118925.803185,3.998400639744432,2025-08-16 12:00:00+00:00,117688.48632000001,3.956800848848546,-111.95467872748388,-0.011199946059897489,Long,Closed,0
