Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,2.7090580521453633,2025-08-07 05:00:00+00:00,3689.844,3.998400639744432,2025-08-11 19:00:00+00:00,4257.260305000001,4.613266123735631,1528.552043215342,0.15291634640326282,Long,Closed,0
1,0,2.492185457912115,2025-08-15 02:00:00+00:00,4624.03086,4.609576986491447,2025-08-15 14:00:00+00:00,4490.97339,4.476935429771309,-340.69040421684065,-0.029563702284633998,Long,Closed,1
2,0,2.4908245592830522,2025-08-16 01:00:00+00:00,4489.833795,4.473355313473803,2025-08-17 18:00:00+00:00,4466.7655,4.450371683183297,-66.38280272344225,-0.00593583992968261,Long,Closed,2
3,0,2.6646481705635097,2025-08-20 04:00:00+00:00,4172.04498,4.446812809384937,2025-08-21 03:00:00+00:00,4293.082385,4.575821649307471,313.49946534431115,0.02819992464558714,Long,Closed,3
4,0,2.6625774422415125,2025-08-22 02:00:00+00:00,4292.98542,4.572162455664511,2025-08-22 12:00:00+00:00,4242.7975400000005,4.518710808800713,-142.71999042638842,-0.012485994695970653,Long,Closed,4
5,0,2.4223151048349263,2025-08-27 15:00:00+00:00,4659.898784999999,4.5150972855626605,2025-08-27 18:00:00+00:00,4589.4341349999995,4.446822251142205,-179.64950558861156,-0.015915449366997358,Long,Closed,5
6,0,2.4785442611262622,2025-08-29 05:00:00+00:00,4481.729745,4.443266215754193,2025-08-29 06:00:00+00:00,4453.921925,4.4156970506852735,-77.78187594187206,-0.007002225134840141,Long,Closed,6
7,0,2.5398436024402753,2025-08-29 19:00:00+00:00,4342.950389999999,4.412165905501752,2025-08-30 20:00:00+00:00,4341.72805,4.410924084531197,-11.927642419038655,-0.001081341243688289,Long,Closed,7
8,0,2.5180020115207653,2025-08-30 23:00:00+00:00,4375.88685,4.40739675619443,2025-09-01 11:00:00+00:00,4390.6335850000005,4.422249679552253,28.302661957619065,0.002568651158336284,Long,Closed,8
9,0,2.5318480158232526,2025-09-02 02:00:00+00:00,4363.130475,4.418713294362533,2025-09-02 12:00:00+00:00,4274.931465,4.3293906989762565,-232.05459245941498,-0.021006530815698404,Long,Closed,9
10,0,2.468726269443808,2025-09-02 13:00:00+00:00,4380.72927,4.325928571268378,2025-09-03 16:00:00+00:00,4458.66,0.0,188.0637117766655,0.017389442167468253,Long,Open,10
